"time period","train operating company name","NR on TOC External","NR on TOC Network Management Other","NR on TOC Non Track Assets","NR on TOC Severe Weather","NR on TOC Track","TOC on Self Fleet","TOC on Self Operations","TOC on Self Stations","TOC on Self TOC Other","TOC on Self Traincrew","TOC on TOC Fleet","TOC on TOC Operations","TOC on TOC Stations","TOC on TOC TOC Other","TOC on TOC Traincrew"
"Apr 2024 to Mar 2025 (Period 11)","East Midlands Railway","8543.5","7794.8","13365.0","8469.0","3832.0","7914.0","213.0","1201.5","1269.0","2324.5","2455.0","621.1","218.5","1334.6","698.5"
"Apr 2024 to Mar 2025 (Period 12)","East Midlands Railway","8221.5","9242.4","9233.1","433.0","3409.1","7184.5","232.5","932.5","2295.0","1755.5","1920.5","562.0","188.5","1447.5","1517.5"
"Apr 2024 to Mar 2025 (Period 13)","East Midlands Railway","6805.4","8059.6","7775.2","261.4","3275.0","7316.5","213.7","1154.7","2402.6","2447.0","2688.1","514.0","335.0","1605.9","1163.9"
"Apr 2025 to Mar 2026 (Period 01)","East Midlands Railway","8245.3","6883.4","6814.3","497.0","1442.0","6910.0","94.5","1393.5","1188.0","2595.5","2254.9","507.5","128.0","1564.5","1565.5"
"Apr 2025 to Mar 2026 (Period 02)","East Midlands Railway","6034.0","7769.1","10875.3","452.0","2424.0","6917.5","320.5","1522.0","2393.0","2280.5","3022.6","496.0","253.0","1421.0","1061.5"
"Apr 2025 to Mar 2026 (Period 03)","East Midlands Railway","11791.0","13304.5","10296.7","389.0","1880.0","8094.0","74.0","1584.0","1788.0","1698.5","3817.6","630.0","381.0","2798.0","1305.7"
"Apr 2025 to Mar 2026 (Period 04)","East Midlands Railway","6887.5","8780.5","10754.0","1477.5","4137.0","7935.0","205.0","2083.0","2096.0","2539.5","1907.5","542.0","437.0","1372.0","1698.5"
"Apr 2025 to Mar 2026 (Period 05)","East Midlands Railway","6573.0","10121.5","9737.0","1363.0","4055.0","10628.0","297.5","1772.0","2538.0","2906.5","2082.0","538.5","384.5","1340.0","1084.5"
"Apr 2025 to Mar 2026 (Period 06)","East Midlands Railway","12104.0","7501.0","4010.0","1576.0","7742.0","7181.0","369.0","1941.5","2254.0","2353.0","1878.5","500.5","545.0","1356.0","1433.5"
"Apr 2025 to Mar 2026 (Period 07)","East Midlands Railway","12604.0","9123.8","7072.0","2331.0","4837.0","7917.5","186.5","1789.5","1833.0","2265.0","3718.5","566.1","328.0","1574.7","1385.5"
"Apr 2025 to Mar 2026 (Period 08)","East Midlands Railway","10129.1","10588.3","9089.3","4100.5","3978.0","7188.0","662.5","1567.5","3254.0","2194.5","2778.8","697.5","255.0","1990.5","1144.5"
"Apr 2025 to Mar 2026 (Period 09)","East Midlands Railway","10034.5","12276.2","15894.7","4521.6","3612.0","8838.0","293.5","2500.5","3687.0","2797.0","5326.1","685.0","475.0","1916.1","1384.9"
"Apr 2025 to Mar 2026 (Period 10)","East Midlands Railway","8993.9","7624.5","7942.2","950.1","2609.0","9626.0","238.0","2516.0","1792.5","2674.0","2360.8","307.5","506.4","1308.5","1701.5"
"Apr 2025 to Mar 2026 (Period 11)","East Midlands Railway","13690.1","9583.1","8503.8","1691.5","2266.0","6880.5","213.0","789.5","2168.0","2040.5","2088.1","555.5","342.9","1605.5","1189.0"
"Apr 2025 to Mar 2026 (Period 12)","East Midlands Railway","6226.4","6889.4","13041.3","1137.8","2113.3","10643.6","310.3","1282.1","2307.0","2125.1","2171.4","603.3","410.3","1469.9","1658.9"
"Apr 2019 to Mar 2020 (Period 01)","Elizabeth line","314.0","1717.5","774.0","154.0","196.0","516.0","151.5","103.0","283.0","157.5","498.0","138.5","60.0","182.0","171.0"
"Apr 2019 to Mar 2020 (Period 02)","Elizabeth line","499.0","984.5","507.0","3.0","46.0","955.0","97.5","129.0","358.5","120.5","361.0","77.0","69.0","177.0","90.0"
"Apr 2019 to Mar 2020 (Period 03)","Elizabeth line","562.0","1572.7","400.0","20.0","424.0","695.5","111.0","103.0","198.0","131.0","427.0","57.5","48.2","184.0","129.0"
"Apr 2019 to Mar 2020 (Period 04)","Elizabeth line","947.0","1111.5","987.0","151.0","985.0","1413.0","85.5","169.0","214.0","116.0","717.0","71.5","90.0","228.0","178.5"
"Apr 2019 to Mar 2020 (Period 05)","Elizabeth line","404.0","1112.5","651.0","495.0","563.0","594.0","35.0","127.5","175.0","167.5","642.0","127.5","31.0","128.0","307.0"
"Apr 2019 to Mar 2020 (Period 06)","Elizabeth line","424.0","1563.5","698.6","126.1","361.0","844.0","63.5","100.0","241.0","83.0","660.5","123.5","31.5","184.5","157.3"
"Apr 2019 to Mar 2020 (Period 07)","Elizabeth line","207.0","1498.0","1101.0","329.5","229.0","979.0","92.0","179.0","264.0","171.0","570.5","88.5","120.5","147.5","170.5"
"Apr 2019 to Mar 2020 (Period 08)","Elizabeth line","413.0","1355.3","587.0","259.0","781.0","1139.0","97.0","209.0","1077.3","156.0","448.5","154.5","64.5","280.0","297.0"
"Apr 2019 to Mar 2020 (Period 09)","Elizabeth line","566.6","1851.5","792.0","393.0","731.0","674.0","88.0","239.0","564.5","169.0","759.0","66.5","35.0","443.0","248.0"
"Apr 2019 to Mar 2020 (Period 10)","Elizabeth line","632.0","1908.5","875.0","213.5","771.0","1575.0","103.5","250.0","282.0","135.0","565.0","60.5","61.0","164.0","430.0"
"Apr 2019 to Mar 2020 (Period 11)","Elizabeth line","381.5","2574.5","2147.0","332.0","689.0","686.5","172.0","224.5","427.0","473.0","907.0","497.0","90.5","575.0","302.5"
"Apr 2019 to Mar 2020 (Period 12)","Elizabeth line","1525.5","2802.5","2507.0","1147.0","1204.0","486.5","61.0","190.0","273.0","277.0","576.0","139.5","105.5","372.5","268.0"
"Apr 2019 to Mar 2020 (Period 13)","Elizabeth line","468.5","1318.5","1591.0","54.0","426.0","1514.0","174.5","331.0","299.5","169.0","708.5","165.0","7.0","218.0","264.5"
"Apr 2020 to Mar 2021 (Period 01)","Elizabeth line","72.0","354.0","795.0","48.0","7.0","847.0","18.0","127.0","124.0","102.0","40.0","14.0","4.0","13.0","50.0"
"Apr 2020 to Mar 2021 (Period 02)","Elizabeth line","183.0","382.0","1004.0","60.0","26.0","803.0","31.0","246.0","103.0","84.0","150.0","16.0","11.0","14.0","63.0"
"Apr 2020 to Mar 2021 (Period 03)","Elizabeth line","267.0","563.5","1828.0","15.0","64.0","885.0","29.5","99.0","104.0","111.0","125.5","18.0","25.0","79.0","30.5"
"Apr 2020 to Mar 2021 (Period 04)","Elizabeth line","892.0","579.0","623.0","40.0","120.0","576.0","34.5","87.0","170.0","16.0","287.5","54.5","0.0","72.5","121.0"
"Apr 2020 to Mar 2021 (Period 05)","Elizabeth line","232.2","698.6","1364.0","450.5","233.0","2732.0","60.0","245.0","414.0","188.0","338.0","55.7","5.0","199.0","261.0"
"Apr 2020 to Mar 2021 (Period 06)","Elizabeth line","253.0","672.0","889.0","100.0","153.0","1298.0","26.0","286.0","134.0","150.0","439.0","69.5","10.5","98.0","140.0"
"Apr 2020 to Mar 2021 (Period 07)","Elizabeth line","354.0","671.9","991.0","65.5","192.0","1857.5","67.0","137.0","137.5","57.0","401.6","74.5","3.0","221.5","84.0"
"Apr 2020 to Mar 2021 (Period 08)","Elizabeth line","679.0","783.0","1724.0","392.5","369.0","2064.0","38.0","149.0","220.5","179.0","353.5","64.0","12.0","261.0","137.5"
"Apr 2020 to Mar 2021 (Period 09)","Elizabeth line","781.0","607.5","2181.0","24.5","150.0","1551.0","96.0","83.0","237.5","113.0","415.5","89.5","13.5","121.0","114.0"
"Apr 2020 to Mar 2021 (Period 10)","Elizabeth line","243.0","588.3","726.3","27.0","107.0","1353.0","65.0","199.0","128.0","187.0","449.0","103.0","25.0","197.0","491.4"
"Apr 2020 to Mar 2021 (Period 11)","Elizabeth line","912.0","954.0","1215.0","156.0","302.0","1823.0","98.5","295.0","32.0","191.0","361.5","66.5","26.5","345.0","50.0"
"Apr 2020 to Mar 2021 (Period 12)","Elizabeth line","490.5","1054.8","1670.0","319.0","164.0","2018.0","61.0","117.0","305.0","628.8","439.0","258.7","6.0","164.3","132.0"
"Apr 2020 to Mar 2021 (Period 13)","Elizabeth line","1191.1","799.3","887.5","101.2","353.0","954.5","46.3","139.7","161.8","117.4","298.6","77.1","0.0","114.7","117.7"
"Apr 2021 to Mar 2022 (Period 01)","Elizabeth line","716.0","968.5","1654.0","15.5","137.0","1685.0","70.0","275.0","116.0","123.0","910.5","104.5","1.5","289.0","113.5"
"Apr 2021 to Mar 2022 (Period 02)","Elizabeth line","215.0","1353.0","881.0","87.0","280.0","1690.0","77.5","253.0","165.0","274.0","568.5","90.0","4.0","135.0","91.0"
"Apr 2021 to Mar 2022 (Period 03)","Elizabeth line","1851.5","869.5","1804.0","904.5","643.0","2696.0","112.0","243.0","122.5","158.0","689.5","81.5","17.5","222.5","151.0"
"Apr 2021 to Mar 2022 (Period 04)","Elizabeth line","1388.0","822.0","1444.0","126.0","397.0","2449.0","125.0","126.0","404.0","401.0","327.5","74.0","14.0","502.0","103.5"
"Apr 2021 to Mar 2022 (Period 05)","Elizabeth line","893.0","1024.0","1027.0","366.0","103.0","3017.0","66.0","366.0","284.0","205.0","845.5","127.5","11.0","246.0","167.0"
"Apr 2021 to Mar 2022 (Period 06)","Elizabeth line","1109.0","866.5","1109.0","0.0","386.0","2850.0","135.5","189.0","107.0","77.0","677.0","146.5","10.0","176.0","316.5"
"Apr 2021 to Mar 2022 (Period 07)","Elizabeth line","1886.5","1111.5","738.0","22.5","488.0","2419.0","128.5","304.0","233.0","250.0","691.0","133.5","16.0","199.0","160.5"
"Apr 2021 to Mar 2022 (Period 08)","Elizabeth line","2040.0","1628.9","2129.0","901.0","374.0","3555.0","102.5","811.0","426.5","125.0","1033.3","99.0","58.0","506.5","236.3"
"Apr 2021 to Mar 2022 (Period 09)","Elizabeth line","1193.0","2410.5","1822.0","715.0","1044.0","5630.0","87.0","358.0","228.0","322.0","1173.5","114.5","23.0","325.0","187.5"
"Apr 2021 to Mar 2022 (Period 10)","Elizabeth line","1752.0","1056.0","770.0","263.5","1702.0","3412.0","132.0","211.0","470.5","176.5","313.0","87.0","30.0","375.0","159.5"
"Apr 2021 to Mar 2022 (Period 11)","Elizabeth line","2256.3","993.6","1937.0","8.0","255.0","3898.0","404.0","171.0","369.0","132.0","527.0","103.5","14.0","332.6","92.0"
"Apr 2021 to Mar 2022 (Period 12)","Elizabeth line","2998.0","1278.0","545.6","2677.5","35.0","2211.0","190.0","573.0","179.0","341.0","307.4","124.0","51.0","178.5","94.0"
"Apr 2021 to Mar 2022 (Period 13)","Elizabeth line","1195.5","1217.7","3298.8","22.2","86.0","2397.7","146.6","598.1","214.0","594.0","508.7","104.0","21.0","353.9","315.0"
"Apr 2022 to Mar 2023 (Period 01)","Elizabeth line","1647.0","2606.5","1743.0","470.0","923.0","1839.0","54.0","378.0","200.0","295.0","462.5","138.0","55.0","207.0","138.0"
"Apr 2022 to Mar 2023 (Period 02)","Elizabeth line","2007.0","2727.0","1003.0","619.0","285.0","1823.0","41.0","294.0","268.0","266.0","426.0","196.0","28.0","217.0","151.0"
"Apr 2022 to Mar 2023 (Period 03)","Elizabeth line","551.0","3065.0","876.0","573.0","776.0","1698.0","10.0","474.0","419.0","230.0","364.5","59.5","63.0","237.0","324.0"
"Apr 2022 to Mar 2023 (Period 04)","Elizabeth line","915.0","2432.0","2914.0","280.0","1082.0","857.0","132.0","1328.0","460.0","277.5","531.0","141.0","21.0","307.0","192.5"
"Apr 2022 to Mar 2023 (Period 05)","Elizabeth line","1529.0","2205.0","3228.0","162.0","350.0","982.0","150.0","367.5","844.0","353.0","403.0","76.5","60.0","218.0","78.0"
"Apr 2022 to Mar 2023 (Period 06)","Elizabeth line","1948.5","2458.5","3954.0","711.0","1176.0","1361.0","156.0","491.0","395.0","446.5","1196.0","161.0","36.0","469.0","433.5"
"Apr 2022 to Mar 2023 (Period 07)","Elizabeth line","574.0","1585.2","2381.0","151.0","817.0","1319.0","28.0","537.0","452.0","605.8","577.5","70.0","18.5","440.0","217.0"
"Apr 2022 to Mar 2023 (Period 08)","Elizabeth line","1773.5","3433.0","1532.0","525.5","1742.0","1797.0","111.0","303.0","458.5","357.0","822.0","276.0","34.0","492.5","214.0"
"Apr 2022 to Mar 2023 (Period 09)","Elizabeth line","2689.0","2637.5","4160.0","332.0","3563.0","2838.0","2018.0","790.0","351.5","553.0","431.5","369.5","55.0","429.5","508.5"
"Apr 2022 to Mar 2023 (Period 10)","Elizabeth line","187.5","941.5","1475.0","42.0","718.0","1059.0","536.0","228.0","196.5","158.0","194.0","17.5","0.0","333.0","90.0"
"Apr 2022 to Mar 2023 (Period 11)","Elizabeth line","2139.0","1797.0","2761.0","141.0","1595.0","1700.0","1124.0","357.0","225.0","229.0","954.5","133.0","35.0","465.0","251.5"
"Apr 2022 to Mar 2023 (Period 12)","Elizabeth line","1312.0","1563.6","2656.0","106.5","440.0","1885.0","1738.0","196.0","295.0","365.0","636.2","128.2","30.0","452.5","302.0"
"Apr 2022 to Mar 2023 (Period 13)","Elizabeth line","2573.8","1723.6","2046.7","655.5","1180.0","1227.7","608.8","169.2","357.0","381.1","1493.5","94.7","39.0","222.7","282.7"
"Apr 2023 to Mar 2024 (Period 01)","Elizabeth line","4738.5","3425.0","1775.0","444.0","528.0","1732.0","1093.0","720.0","590.0","248.0","878.0","294.0","36.0","470.0","456.5"
"Apr 2023 to Mar 2024 (Period 02)","Elizabeth line","1028.5","3807.0","4522.0","1345.0","1653.0","1029.0","1011.0","362.0","635.0","180.0","559.5","214.0","36.0","611.0","338.0"
"Apr 2023 to Mar 2024 (Period 03)","Elizabeth line","1826.0","3045.0","3971.0","787.0","394.0","2087.0","366.0","599.0","635.0","307.0","998.0","348.0","34.0","488.0","289.0"
"Apr 2023 to Mar 2024 (Period 04)","Elizabeth line","2637.0","2563.0","1941.0","148.0","435.0","721.5","1152.0","380.0","514.0","362.0","1279.5","198.5","112.0","585.0","301.5"
"Apr 2023 to Mar 2024 (Period 05)","Elizabeth line","1729.0","2390.0","8262.0","9.0","623.0","633.5","188.5","360.0","760.0","560.0","504.5","197.5","5.0","649.0","404.0"
"Apr 2023 to Mar 2024 (Period 06)","Elizabeth line","4122.0","4094.0","6007.0","43.0","777.0","1942.0","740.5","527.0","1468.0","534.0","739.0","175.5","55.5","305.0","346.5"
"Apr 2023 to Mar 2024 (Period 07)","Elizabeth line","2767.0","2442.0","5434.0","277.0","1087.0","709.0","1055.0","934.0","500.0","1775.0","590.0","179.5","57.0","599.0","278.5"
"Apr 2023 to Mar 2024 (Period 08)","Elizabeth line","3898.5","5447.2","8573.1","2146.0","1711.0","2852.0","438.0","424.5","1883.0","562.0","870.7","280.0","42.0","811.0","216.0"
"Apr 2023 to Mar 2024 (Period 09)","Elizabeth line","1687.4","4742.7","4166.4","1051.0","4909.0","5373.1","406.0","150.0","3158.0","458.0","988.5","258.5","47.0","1345.5","527.0"
"Apr 2023 to Mar 2024 (Period 10)","Elizabeth line","1578.1","3219.5","4900.5","4728.6","2118.0","2237.9","405.0","96.0","548.5","559.0","735.5","488.9","31.5","521.0","333.0"
"Apr 2023 to Mar 2024 (Period 11)","Elizabeth line","833.0","3380.4","4194.8","320.0","2560.0","3408.2","109.0","156.0","3125.0","900.0","1787.5","437.1","66.0","755.5","361.5"
"Apr 2023 to Mar 2024 (Period 12)","Elizabeth line","3122.8","4222.5","2937.5","684.0","1447.0","1359.6","260.0","196.0","586.2","372.0","802.2","202.4","14.6","450.2","339.0"
"Apr 2023 to Mar 2024 (Period 13)","Elizabeth line","2253.7","2882.2","5787.7","665.9","1592.0","1039.8","235.4","302.3","484.9","520.3","1353.4","286.0","147.1","471.8","403.7"
"Apr 2024 to Mar 2025 (Period 01)","Elizabeth line","919.0","3060.0","2760.0","456.0","3418.0","960.0","97.0","593.0","816.0","556.0","1079.0","130.5","33.0","484.5","2065.0"
"Apr 2024 to Mar 2025 (Period 02)","Elizabeth line","2596.0","3890.5","2782.0","668.0","1978.0","1140.0","808.0","144.0","783.0","174.0","1269.0","211.0","67.0","483.0","409.5"
"Apr 2024 to Mar 2025 (Period 03)","Elizabeth line","2229.0","3212.0","4533.0","224.0","3648.0","1625.0","181.0","225.0","966.0","275.0","431.0","269.5","49.0","423.0","469.5"
"Apr 2024 to Mar 2025 (Period 04)","Elizabeth line","4381.5","2675.8","4670.2","30.0","2307.0","512.0","442.0","332.0","1475.0","251.0","1021.8","1053.7","20.0","362.0","271.0"
"Apr 2024 to Mar 2025 (Period 05)","Elizabeth line","2887.5","3688.0","3027.0","1111.0","3115.0","868.0","219.0","1067.0","1501.5","438.0","1428.0","338.5","30.0","340.0","291.5"
"Apr 2024 to Mar 2025 (Period 06)","Elizabeth line","5173.0","3479.5","2787.0","49.0","1393.0","1326.0","201.0","165.0","255.0","612.0","710.0","348.5","14.5","350.0","357.5"
"Apr 2024 to Mar 2025 (Period 07)","Elizabeth line","2376.9","6747.3","2561.3","367.2","4436.0","1429.0","155.0","380.0","555.5","676.0","1683.3","493.7","57.4","590.8","811.7"
"Apr 2024 to Mar 2025 (Period 08)","Elizabeth line","1811.0","3584.1","2198.1","247.6","2515.0","949.0","89.5","558.5","864.0","346.5","1439.1","315.7","107.0","659.8","827.0"
"Apr 2024 to Mar 2025 (Period 09)","Elizabeth line","1764.0","6202.4","4051.0","1584.7","5427.0","734.0","380.0","456.0","951.5","616.0","1508.0","269.5","95.2","721.3","928.5"
"Apr 2024 to Mar 2025 (Period 10)","Elizabeth line","1876.0","3903.5","1916.0","108.5","586.0","868.5","70.0","148.0","870.5","381.0","888.0","358.5","48.0","354.5","311.0"
"Apr 2024 to Mar 2025 (Period 11)","Elizabeth line","4627.5","3443.0","5247.0","1784.0","3042.0","1212.0","257.5","847.0","667.0","907.0","684.0","295.0","45.0","471.5","454.5"
"Apr 2024 to Mar 2025 (Period 12)","Elizabeth line","1466.0","4889.5","2315.0","11.0","2744.0","1432.0","437.0","986.0","3237.0","793.5","847.5","471.0","48.5","408.0","356.0"
"Apr 2024 to Mar 2025 (Period 13)","Elizabeth line","2527.6","4802.3","3601.6","194.2","1813.3","891.1","107.4","783.5","1944.8","413.5","1074.9","473.4","59.0","435.8","369.5"
"Apr 2025 to Mar 2026 (Period 01)","Elizabeth line","2078.0","6569.5","2282.0","128.0","1113.0","1456.5","191.0","272.0","1137.0","520.0","1451.0","553.0","66.0","426.0","445.0"
"Apr 2025 to Mar 2026 (Period 02)","Elizabeth line","2887.0","3888.1","3221.2","334.0","2600.0","1584.5","64.0","344.0","928.0","264.0","1156.3","164.5","53.5","447.5","287.5"
"Apr 2025 to Mar 2026 (Period 03)","Elizabeth line","3265.0","2464.8","2294.1","149.0","1415.0","918.5","17.0","387.0","360.0","644.5","986.1","310.0","37.0","645.0","468.0"
"Apr 2025 to Mar 2026 (Period 04)","Elizabeth line","2000.0","3409.5","3974.0","67.0","575.0","1328.5","125.0","877.0","1104.0","259.0","1070.5","323.5","172.0","546.0","897.0"
"Apr 2025 to Mar 2026 (Period 05)","Elizabeth line","1593.0","3100.5","5341.0","359.0","957.0","1066.0","62.0","532.0","990.5","375.0","457.5","184.0","76.5","485.5","412.5"
"Apr 2025 to Mar 2026 (Period 06)","Elizabeth line","2116.0","4647.5","2631.0","3046.0","2060.0","1966.0","2092.0","430.0","483.0","362.0","678.5","248.5","114.0","391.5","891.0"
"Apr 2025 to Mar 2026 (Period 07)","Elizabeth line","4672.0","5708.0","7521.0","874.5","2904.0","397.5","302.0","528.0","1105.0","441.0","1750.0","461.5","132.0","666.5","578.0"
"Apr 2025 to Mar 2026 (Period 08)","Elizabeth line","6424.8","3820.2","1635.0","1335.1","2123.0","1387.0","195.0","678.0","2036.8","684.0","1217.0","429.5","132.5","570.2","354.0"
"Apr 2025 to Mar 2026 (Period 09)","Elizabeth line","1094.0","4667.4","2310.7","1625.6","2420.0","3068.3","17.0","796.0","1000.5","399.0","1517.4","526.0","78.6","664.4","350.0"
"Apr 2025 to Mar 2026 (Period 10)","Elizabeth line","1525.8","3020.9","2593.2","606.6","1290.0","3318.0","465.5","267.0","796.5","294.0","1169.5","345.6","82.5","417.0","738.9"
"Apr 2025 to Mar 2026 (Period 11)","Elizabeth line","3427.2","3030.1","3351.7","252.0","780.0","928.0","224.0","763.0","1108.0","543.5","1355.2","331.6","112.0","307.0","598.7"
"Apr 2025 to Mar 2026 (Period 12)","Elizabeth line","1302.2","3361.2","3987.6","29.8","1009.1","758.8","417.3","194.8","1572.8","608.4","851.8","551.6","78.0","583.3","678.5"
"Apr 2019 to Mar 2020 (Period 01)","Govia Thameslink Railway","14239.1","33182.3","19247.1","1922.0","10836.0","14528.5","1538.0","2027.0","6916.0","15379.0","2787.0","271.5","339.0","1348.5","745.0"
"Apr 2019 to Mar 2020 (Period 02)","Govia Thameslink Railway","25938.3","30401.5","18414.8","174.5","9316.0","14525.3","2926.0","2277.0","10411.5","18300.5","4740.5","779.5","371.0","1358.0","955.5"
"Apr 2019 to Mar 2020 (Period 03)","Govia Thameslink Railway","12730.5","33355.5","31653.0","4988.0","8879.0","12643.5","2124.5","3982.0","7257.5","22828.0","4753.5","435.5","1201.5","1288.5","1081.5"
"Apr 2019 to Mar 2020 (Period 04)","Govia Thameslink Railway","10120.5","41554.0","31164.0","7767.0","16388.0","12137.0","1850.5","3004.5","9596.0","20087.5","5160.0","712.0","625.0","1470.5","1427.5"
"Apr 2019 to Mar 2020 (Period 05)","Govia Thameslink Railway","27077.6","35119.4","36446.7","11877.0","12835.1","24561.5","2432.5","2939.0","12278.0","25536.5","4740.9","651.5","612.0","1938.5","1285.9"
"Apr 2019 to Mar 2020 (Period 06)","Govia Thameslink Railway","31226.6","30548.2","25736.3","3523.0","14034.2","10591.0","1314.0","1915.5","10347.0","19227.5","5391.5","1030.3","977.5","1426.5","1506.9"
"Apr 2019 to Mar 2020 (Period 07)","Govia Thameslink Railway","24650.7","53063.4","31417.6","4059.1","25050.3","20176.9","2030.0","2256.0","10282.5","21626.3","4835.9","1444.9","1006.0","2626.0","1655.5"
"Apr 2019 to Mar 2020 (Period 08)","Govia Thameslink Railway","25166.8","50386.2","25130.7","8109.7","18854.7","15566.4","1598.0","3631.0","13979.3","23147.0","6235.0","969.4","1096.5","4014.5","1927.9"
